"","created_time","snippet","headline","wordcount","section"
"24","2010-09-20T11:05:39+0000","Pandora, the Danish jewelry maker, on Monday priced its initial public offering of stock at a preliminary 175-225 crowns per share, which it said valued the company at up to 29.2 billion crowns ($5.13 billion), Reuters reported.","Denmark’s Pandora Prices I.P.O.",85,"Business Day"
"25","2010-06-16T15:53:57+0000","A Graceland is sprouting far from Memphis.","The ‘King’ Gets a Castle in Denmark",150,"Arts"
"26","2010-02-05T01:26:45+0000","Henrik Ruben Genz’s diabolical comedy “Terribly Happy” assures us that yes, something is definitely rotten in the state of Denmark.","Not Exactly a Danish Grover’s Corners",810,"Movies"
"27","2010-11-16T12:56:01+0000","Bang & Olufsen’s BeoSound 8 is another stylish—and pricey—piece of audio equipment from the Danish manufacturer.","Something Is Expensive in the State of Denmark",284,"Technology"
"28","2010-07-07T20:22:24+0000","The Danish capital features contemporary art and innovative restaurants.","A Weekend in Copenhagen ",0,"Travel"
"29","2010-07-07T20:38:52+0000","Beyond clichéd tourist sites, the Danish capital has emerged as one of the most eco-minded and creative cities in Northern Europe.","36 Hours in Copenhagen",1381,"Travel"
"30","2010-01-02T17:22:15+0000","An attack that followed years of threats to kill a Danish cartoonist appeared to have come close to succeeding.","Cartoonist in Denmark Calls Attack ‘Really Close’",1399,"World"
"31","2010-03-12T04:55:03+0000","“The Girl With the Dragon Tattoo” and its celebrated director arrive in America, each trailing big expectations.","From Denmark, Hacker Punk and Hit in Tow",1076,"Movies"
"32","2010-07-07T00:48:35+0000","The chef René Redzepi of the acclaimed restaurant Noma sifts through Nordic flora and fauna for unfamiliar local flavors","In Copenhagen, Cooking Without Rules",0,"Food"
"33","2010-07-07T00:49:18+0000","René Redzepi, the chef of Noma in Copenhagen, cooks with ingredients from Nordic countries. But that’s not the only reason the world’s top chefs come to his door.","Nordic Chef Explores Backyard",2108,"Food"
"34","2010-12-30T17:18:38+0000","Three men will face charges of planning an attack on the offices of a Danish newspaper which published cartoons of the Prophet Mohammad.","Three Terror Suspects in Danish Court",0,"World"
"35","2010-06-14T11:05:49+0000","The Netherlands face off with their northern European rival, Denmark. While many questions swirl about the Netherlands, Denmark must be relishing the relative lack of attention.","Forgoing Style, Netherlands Beats Denmark",2059,"Sports"
"36","2010-04-28T00:01:17+0000","Denmark is moving its best-known national emblem, the bronze Little Mermaid statue, from the location it has occupied since 1913 to Shanghai for the 2010 World Expo.","A Little Danish Mermaid Comes Up for Air in China",917,"World"
"37","2010-01-04T02:50:06+0000","Danish police ransacked three apartments, two of which belonged to relatives of the suspects, in connection with Friday’s attack on a newspaper cartoonist.","Danish Police Start Inquiry in Cartoonist Attack",390,"World"
"38","2010-10-05T11:27:49+0000","Shares of the Danish jeweler rose nearly 16 percent in their debut on Tuesday, in a sign of strong demand for one of the largest new stock issues in Europe this year.","Danish Jeweler Pandora Raises $1.8 Billion",418,"Business Day"
"39","2010-03-24T20:37:20+0000","The sugary Danish club-pop outfit Alphabeat performed a brief set at Santos Party House on Tuesday night.","A Danish Popsicle, Served Quickly Before It Melts",429,"Arts"
"40","2010-06-19T17:11:28+0000","Cameroon take on Denmark in Pretoria, with both teams needing a win to keep their World Cup hopes alive.","World Cup Live: Cameroon vs. Denmark",1962,"Sports"
"41","2010-06-24T16:56:14+0000","A clash of the desperate in Group E as Denmark takes on Japan.","World Cup Live: Denmark vs. Japan",2460,"Sports"
"42","2010-06-14T16:26:52+0000","ccording to radio reports here, thousands of soccer fans are stranded at Soccer City after Bus Rapid Transit bus drivers started striking.","Some Fans Stranded After Netherlands-Denmark Game",167,"Sports"
"43","2010-12-06T03:51:35+0000","As a teenager, Mr. Huld made a solo trip around the world that was said to have inspired the Belgian cartoonist Hergé.","Palle Huld, Danish Actor Said to Be Model for Tintin, Dies at 98",621,"Books"
"44","2010-03-19T19:33:42+0000","Exports of ground whale parts from Iceland to Denmark stir concerns.","Could Icelandic Whale Make Its Way Into Danish Pork?",539,"Science"
"45","2010-07-01T16:50:48+0000","A growth in emissions in China and India “completely nullified” reductions made in the developed world in 2009.","Per-Capita Emissions Rising in China",562,"Science"
"46","2010-06-30T19:06:48+0000","Several bars with a serious devotion to high-end cocktails have sprouted in recent years.","Cocktails in Copenhagen",0,"Travel"
"47","2010-12-28T21:28:56+0000","In “The Red Chapel,” a Danish journalist sets out to punk North Korea by arranging to visit it with two Danish-Korean comedians.","A Fake Danish Comedy Troupe Goes To North Korea, With Strange Results",352,"Movies"
"48","2010-06-30T19:10:47+0000","Thanks to an influx of bartenders from cocktail-savvy nations, the cobbled lanes of Copenhagen are echoing with the rattle of shakers.","Mixing It Up in Copenhagen",1165,"Travel"
"49","2010-01-12T13:23:53+0000","Complaints of an unnecessarily prolonged detention surrounded the release late last week of four Greenpeace activists who crashed a royal dinner party as part of demonstrations associated with the Copenhagen climate talks last month.","After Climate Talks, Lingering Disputes Between Danish Police and Greenpeace",409,"Business Day"
"50","2010-09-07T11:08:19+0000","Maersk Line said that its ships would use low-sulfur fuel when in port in Hong Kong, a move it hopes will help speed up much-needed regulation in Asia.","Danish Shipping Giant to Switch to Cleaner Fuel When in Hong Kong",530,"Business Day"
"51","2010-03-22T18:02:11+0000","Danish wind power advocates are sniping with a research organization over funding it received from fossil fuel interests for a report that said the wind sector in Denmark was overblown.","Fossil Fuel Interests Paid for Danish Study Critical of Wind Power. Does It Matter?",572,"Business Day"
"52","2010-06-14T05:41:20+0000","The Netherlands, Denmark, Japan, Cameroon, Italy and Paraguay play Monday in the World Cup.","Monday’s Matchups: Netherlands vs. Denmark, Japan vs. Cameroon, and Italy vs. Paraguay",301,"Sports"
"53","2010-06-19T04:45:28+0000","A look at Saturday’s World Cup matches.","Saturday’s Matchups: Netherlands vs. Japan, Ghana vs. Australia and Cameroon vs. Denmark",294,"Sports"
"54","2010-06-24T03:43:56+0000","Needing a win to ensure advancement, the defending World Cup champion could turn to an attack-minded lineup against Slovakia.","Italy May Look to Change It Up",536,"Sports"
"55","2010-09-28T11:55:13+0000","The three men, detained in July, had been planning an attack on the Danish newspaper that first published cartoons lampooning the Prophet Muhammad.","Norway Says Three Planned Attack Over Cartoons",418,"World"
"56","2010-06-22T17:06:56+0000","The best of 10 European cities on a budget of either $250 or $1,000 a day.","Europe for Every Budget",0,"Travel"
"57","2010-06-20T00:52:00+0000","For Africans, the test is coming. Will they support the World Cup if they have no countries left in the tournament?","African Team Out Just as Cup Seems Invigorated",924,"Sports"
"58","2010-06-14T17:33:41+0000","A view of the tournament, with the Netherlands beating Denmark, 2-0, and Japan beating Cameroon, 1-0.","World Cup Replay: Day 4, June 14",0,"Sports"
"59","2010-06-14T14:28:32+0000","The Netherlands benefited from an own goal by Denmark, then closed it out with a goal from Dirk Kuyt.","A Quiet Victory for the Netherlands",750,"Sports"
"60","2010-06-14T16:31:21+0000","The Netherlands won after an own goal by Denmark’s Daniel Agger and a tap-in by Dirk Kuyt.","Dutch Find Goals in Unusual Places, Including From the Opponent",821,"Sports"
"61","2010-05-28T22:33:06+0000","The worst-case outcome in the Gulf of Mexico raises questions about the human capacity to deal with some kinds of risks.","Complexity and Its Discontents",768,"Opinion"
"62","2010-04-12T19:33:06+0000","New incinerators convert rubbish into heat and electricity, reducing energy costs while benefiting the environment.","Europe Finds Clean Energy in Trash, but U.S. Lags",1842,"Science"
"63","2010-04-05T12:40:46+0000","An antipoverty group staged mock land grabs in Europe last week to highlight the dangers of the European Union’s biofuels policies.","Of Biofuels, Land Grabs and Food Prices",366,"Business Day"
"64","2010-03-19T03:36:42+0000","David C. Headley pleaded guilty to helping plan both a terrorist attack in India and a proposed attack in Denmark.","A Guilty Plea to 2 Terrorism Charges",158,"U.S."
"65","2010-03-19T15:50:18+0000","In a small storefront window Copenhagen, amid a sea of Rolexes, Jaeger-LeCoultres and Patek Philippes, sits a sensible watch with a plain, white face that bears an ordinary Danish name, Ole Mathiesen.","Paying a Tribute to Another Mind-Set",798,"Fashion & Style"
"66","2010-09-15T20:55:41+0000","A view of the day in sports, from the waves of Denmark to the outfield walls in Seattle.","Photo Replay: Sept. 15",0,"Sports"
"67","2010-03-15T10:14:37+0000","The United States, Germany and other major economies could see their top-notch credit rating come under pressure if the recovery in the global economy stalls, Moody’s Investors Service warned Monday.","Moody’s Warns on AAA Ratings",398,"Business Day"
"68","2010-09-06T22:14:37+0000","Bob Dylan’s latest exhibition of paintings was panned by Danish art critics after its opening on Saturday at the National Gallery in Copenhagen.","Art Critics Pan Museum and Dylan Exhibition",172,"Arts"
"69","2010-01-07T02:00:36+0000","In a country that already has one of the strictest immigration policies in Western Europe, the attack has spurred politicians to demand ever more stringent rules.","Danes Study Immigrants After Cartoonist Attack",1190,"World"
"70","2010-06-10T18:32:54+0000","Each of the four teams assigned to Group E must have a certain belief, beyond natural optimism, that it could advance to the knockout round.","Group E: Up for Grabs",214,"Sports"
"71","2010-02-18T17:45:55+0000","Simon Kjaer’s mature demeanor and transparent professionalism could make him one of the brightest young stars at this summer’s World Cup when he takes the field for Denmark.","At 20, a Dane Prepares for Biggest Stage",840,"Sports"
"72","2010-02-01T10:02:45+0000","Expect no Viking surge","Scandinavia at War",580,"World"
"73","2010-01-22T16:49:05+0000","Though you won’t find any frills — and possibly no hotel employees — this hotel’s cozy rooms and waterside vista are inspiring and calming.","Hotel Review: CPH Living in Copenhagen",582,"Travel"
"74","2010-02-09T11:21:34+0000","SAS, the Scandinavian airline group, said Tuesday that it would issue new shares to raise capital and cut 700 jobs after reporting a loss for 2009.","SAS to Issue Shares, Cut Jobs After Posting Loss for 2009",240,"Business Day"
"75","2010-11-14T04:01:33+0000","Ms. Isaksen, a Danish-born dancer, transformed her deceptive fragility into a startling flexibility in contemporary works for American companies.","Lone Isaksen Dies at 68; Dancer of Fierce Elegance",584,"Arts"
"76","2010-04-10T19:19:26+0000","Hundreds of workers at the Danish brewer Carlsberg walked off the job last week to protest a new policy restricting beer drinking at work to lunch breaks. ","Workers Strike Over Beer Ban",125,"Week in Review"
"77","2010-08-03T22:53:36+0000","Textured elastic nylon gloves from Skrub’a in Denmark make short work of scrubbing vegetables without removing too much skin.","A Glove to Exfoliate Potatoes, Carrots and More",110,"Food"
"78","2010-03-29T15:25:32+0000","Climate Exchange and Trading Emissions leave the index; solar and lighting company are among new entrants.","HSBC Ejects Carbon Traders From Index",379,"Business Day"
"79","2010-05-19T02:13:26+0000","A three-bedroom two-bath duplex in a former torpedo factory on an island in Copenhagen is on the market for 7.5 million Danish kroner, or about $1.24 million.","A Copenhagen Apartment With Water Access",0,"Great Homes & Destinations"
"80","2010-04-25T20:13:24+0000","The Red Bulls’ newest acquisition, the Danish wing Brian Nielsen, made his debut with the club in Saturday’s victory over Philadelphia.","The New Left at Red Bull Arena",727,"Sports"
"81","2010-09-11T19:55:25+0000","The Danish grandmaster, who died Sept. 9, was known as uncompromising player.","Bent Larsen’s Great Career",124,"Crosswords & Games"
"82","2010-09-02T21:45:13+0000","The environmental message of former Vice President Al Gore’s “Inconvenient Truth” is about to get a little competition at American movie theaters.","Release For Rival To ‘Inconvenient Truth’",156,"Movies"
"83","2010-07-02T16:03:54+0000","Recalling fans who died at a concert 10 years ago.","Anniversary of Accident Marked at Rock Festival",178,"Arts"
"84","2010-12-23T12:15:56+0000","A.P. Møller-Mærsk, the Danish shipper, agreed to pay $2.4 billion in cash to SK Energy of South Korea to acquire its Brazilian assets.","Maersk to Buy Brazil Oil Assets for $2.4 Billion",148,"Business Day"
"85","2010-07-07T00:34:42+0000","One of the Danish chef René Redzepi's intricate dishes, deconstructed. ","Noma's Shrimp and Sea Urchin Powder",0,"Food"
"86","2010-01-19T12:20:48+0000","Somali-led reconciliation efforts must be bolstered by strong international support.","Make Somalia a Priority",602,"Opinion"
"87","2010-06-15T01:34:28+0000","Regardless of who gets the blame, an own goal helped to doom Denmark against the Netherlands.","No Matter Who Gets Blame, Own Goal Hurts Danes",375,"Sports"
"88","2010-06-24T02:28:30+0000","A preview of Thursday’s World Cup matches.","Looking Ahead to Thursday’s Matchups",346,"Sports"
"89","2010-08-17T22:19:42+0000","What will visitors to Mr. Dylan’s show at the Danish National Gallery in Copenhagen actually see when it opens there next month?","Dylan’s Art Exhibition To Feature New Paintings",222,"Arts"
"90","2010-01-05T00:59:12+0000","In Ireland, about 30 minutes after a new law took effect with the new year that makes blasphemy a crime punishable by a fine of up to $35,000, a group of Irish atheists invited the government to prosecute them by publishing 25 blasphemous statemen...","Attempt to Break New Irish Blasphemy Law",565,"Blogs"
"91","2010-07-10T21:22:39+0000","A laconic country anticipates the World Cup final, happy for the moment that anything is possible.","The Dutch Wait Quietly",636,"Opinion"
"92","2010-09-11T04:53:58+0000","Mr. Larson was a perennial challenger for the world championship during the 1960s and ’70s.","Bent Larsen, Chess Grandmaster, Dies at 75",772,"World"
"93","2010-11-12T15:05:23+0000","A documentary about the economist Bjorn Lomborg counters the widely held assumption that he is an antagonist of climate scientists.","A Review of ‘Cool It’",35,"Science"
"94","2010-09-15T15:30:18+0000","""Dancer in the Dark,"" the latest work at the Royal Danish Opera by the composer Poul Ruders, is a major disappointment.","Great Expectations for a New Opera, Dashed",943,"Arts"
"95","2010-11-29T22:22:38+0000","The story of the Danish astronomer Tycho Brahe has box-office potential.","Murder! Intrigue! Astronomers?",1588,"Science"
"96","2010-10-25T15:37:24+0000","Danish scientists say the melting rate this year was 25 to 50 percent higher than normal.","On Our Radar: Meltdown on Greenland Ice Sheet",166,"Science"
"97","2010-08-12T23:25:26+0000","","AMC Picks Up New Crime Drama",133,"Arts"
"98","2010-12-10T18:15:20+0000","This will come as no surprise, but Cristiano Ronaldo is an annoying diver, says one of Europe’s top referees.","‘Ronaldo Is the Most Annoying’",243,"Sports"
"99","2010-01-25T05:14:44+0000","The infusion of cash is a vote of confidence for Better Place, the closely watched start-up that hopes to create vast networks of charge spots for electric vehicles.","Sites to Refuel Electric Cars Gain a Big Dose of Funds",807,"Business Day"
"100","2010-04-15T21:25:28+0000","A list and map of airports that have been affected by the ash cloud.","Tracking Airport Status",0,"World"
"101","2010-11-24T21:16:57+0000","A play from Denmark examines how the experience of the Iraq war changes friendships.","Soldier Shatters the Smug Peace on the Home Front",404,"Theater"
"102","2010-09-01T18:58:37+0000","The documentary is adapted from the writing of Bjorn Lomborg, a Danish statistician who has argued against what he believes are extreme and alarmist scenarios presented by other environmentalists.","‘Cool It,’ Film Rival to ‘An Inconvenient Truth,’ Gets a U.S. Distributor",236,"Arts"
"103","2010-11-12T19:02:03+0000","Food events in and around New York City.","Weekend Fare",467,"Style"
"104","2010-03-09T16:54:27+0000","The countries are the last two major economic powers to agree with the aims of the nonbinding agreement.","Climate Goal Is Supported by China and India",559,"Science"
"105","2010-03-11T19:27:43+0000","The European Commission said on Thursday that five countries were failing to meet goals for renewable energy but that they could make up their quotas by buying electricity from North Africa and the Balkans.","Five Countries Fall Behind on European Renewable Energy Goals",255,"Business Day"
"106","2010-01-28T12:32:53+0000","“We will therefore pay you cash to go away”","Pay You Cash to Go Away",280,"World"
"107","2010-09-08T22:44:01+0000","From the European Team Championships, the ultimate proof that trumps are all-powerful.","Long Suits and a Rare Result",258,"Crosswords & Games"
"108","2010-03-22T23:27:27+0000","Scientists in Denmark are developing a new approach to treating cataracts that they hope will make treatment available in mobile clinics.","Laser Treatment May Work for Cataracts",271,"Science"
"109","2010-09-17T08:03:22+0000","TDC Group, the Danish telecom, said Friday that it would sell its Swiss subsidiary Sunrise to investment funds advised by CVC Capital Partners, the private equity group, for 3.3 billion Swiss francs.","TDC to Sell Swiss Telecom Unit to CVC Funds",441,"Business Day"
"110","2010-06-16T01:30:26+0000","A last-minute goal by New Zealand produced a 1-1 tie against Slovakia and the All Whites’ first point in four World Cup matches.","A Point at Last for the All Whites",282,"Sports"
"111","2010-09-12T10:00:59+0000","For Parisians (and visitors to the City of Lights) who think the French capital is falling behind when it comes to caffeinated beverages, there is a new entrant that just might be a game changer, right in the center of the throbbing Marais distric...","In Paris, Where Coffee Is King",277,"Travel"
"112","2010-06-16T16:31:26+0000","Two Dutch women were arrested on Wednesday in South Africa on suspicion of criminal marketing activities involving short dresses and beer during a World Cup match.","World Cup Marketing Stunt Leads to Arrests",734,"Blogs"
"113","2010-02-10T18:33:17+0000","Using a swatch of hair, researchers analyzed the genome of a man who lived on the western coast of Greenland some 4,000 years ago.","Ancient Man in Greenland Has Genome Decoded",743,"Science"
"114","2010-03-18T16:05:00+0000","The rarest of a rare breed feared the prospect of extinction.","The Lou Gehrig of Opera",347,"Arts"
"115","2010-04-21T17:11:48+0000","The group, Revolution Muslim, published its post after a “South Park” episode that depicted the Prophet Muhammad wearing a bear costume.","Muslim Group Says It Is Warning, Not Threatening, ‘South Park’ Creators",330,"Arts"
"116","2010-04-19T03:27:44+0000","Efforts are gathering momentum, particularly in European countries and the United States, to make embassies more environmentally friendly.","Green Diplomacy at Its Most Basic Level",992,"Business Day"
"117","2010-09-24T20:30:58+0000","General Electric and Better Place will collaborate on technology, battery financing, fleet electrification and consumer awareness.","G.E. and Better Place to Partner on E.V. Charging",581,"Automobiles"
"118","2010-07-23T11:46:26+0000","Planting trees is “the key to rebuilding the country,” a United Nations official says.","On Our Radar: Haiti’s Vanishing Forests",91,"Science"
"119","2010-09-25T19:18:15+0000","John Parry of England shot a two-under 70 to take a one-stroke lead after the third round of the Vivendi Cup in Chambourcy, France.","Parry Leads by 2 Strokes",75,"Sports"
"120","2010-03-10T18:16:50+0000","Lars Vilks, a Swedish artist, seems remarkably relaxed about the possibility of being attacked by an ax-wielding assailant for having drawn the Prophet Muhammad’s head on the body of a dog.","Swedish Artist Has His Ax Ready",848,"Blogs"
"121","2010-02-26T00:40:04+0000","A mixed-race girl confronts her identity in this autobiographical first novel.","The Bluest Eye",598,"Books"
"122","2010-03-09T06:03:55+0000","The International Criminal Court on Monday unveiled the design for its new headquarters, a sprawling campus of six buildings on the outskirts of The Hague. ","Netherlands: New Building for World Court",93,"World"
"123","2010-10-07T11:32:28+0000","The outstanding matchups in Euro 2012 qualifiers on Friday and Saturday, with home teams listed first.","Key Matchups: Euro 2012 Qualifiers",348,"Sports"
"124","2010-07-27T22:51:12+0000","Vandaag is among the restaurant openings.","Off the Menu",377,"Food"
"125","2010-06-18T08:09:22+0000","Taking comfort from irrelevant examples.","Fiscal Fantasies",348,"Opinion"
"126","2010-09-01T22:06:17+0000","Exploratory drilling by a Scottish oil firm was halted after four Greenpeace protesters scaled the rig and suspended tents from its underside.","Protest Shuts Down Oil Rig off Greenland",312,"Science"
"127","2010-06-22T10:42:29+0000","CVC Capital Partners is in talks to take a 30 percent stake in Merlin Entertainments, as rival private equity firm the Blackstone Group looks to reduce its stake in the business, Reuters reported.","CVC Said to Take Stake in Merlin Entertainment",98,"Business Day"
"128","2010-03-17T00:11:26+0000","A weaker euro is beneficial for European exporters, but it sends a troubling message about the bloc’s growth prospects.","Ailing Euro Seen as a Signal of Deeper Woes on Continent",1185,"Business Day"
"129","2010-06-24T20:49:36+0000","Not even the Queen could sway Rafael Nadal from his routine at Wimbledon and he staved off an upset bid by Robin Haase of Denmark.","A Peek Into the World of Nadal and the Upset That Wasn’t",424,"Sports"
"130","2010-11-26T01:06:31+0000","Italian rules allowing candy makers including Nestlé to label their products as “pure chocolate” breach European Union law, the bloc’s highest court in Luxembourg said.","Court Rules Against Candy Labeled ‘Pure Chocolate’",119,"Business Day"
"131","2010-12-04T00:48:22+0000","The 27 nations of the European Union plan to step up cooperation in enforcing penalties levied for speeding or offenses like drunken driving and failing to wear seat belts.","European Union Members Reach Deal to Enforce Driving Laws",120,"World"
"132","2010-08-12T14:30:01+0000","AMC, home to “Mad Men,” is hoping to continue its hot streak with a new untitled crime drama set in Seattle.","AMC Picks Up New Crime Drama",144,"Arts"
"133","2010-10-20T08:01:35+0000","An autumn surge in stock market listings by European companies is raising bankers’ hopes that next year will bring more business and bigger bonuses from share sales than a lackluster 2010, Reuters reports.","For Bankers, Signs of Hope in European Stock Listings",111,"Business Day"
"134","2010-12-16T23:10:21+0000","Alexei Ratmansky didn’t have a lot of Christmas traditions as a child, but as a leading choreographer he keeps running into “The Nutcracker.” American Ballet Theater brings his version to Brooklyn on Wednesday.","The Man Behind the New ‘Nutcracker’ in Town",1287,"Arts"
"135","2010-04-27T03:55:08+0000","The organization Search for Common Ground is producing a sports-themed television series called “The Team” in several countries.","Easing Conflicts One Episode at a Time",1034,"Sports"
"136","2010-10-11T14:01:21+0000","Postwar Germany has demonstrated remarkable immunity to extremism, but confidence in and loyalty to the traditional parties of the German middle ground have markedly diminished.","Germany Risks a Lurch to the Right",1036,"World"
"137","2010-04-26T01:29:07+0000","Our culture has few taboos that can’t be violated, but depicting the Prophet Muhammad in “South Park” was met with cowardice and censorship.","Not Even in South Park?",778,"Opinion"
"138","2010-08-05T23:09:23+0000","Danish men who harass Pakistani immigrants, beat up homosexuals and idolize Hitler while struggling with their own sexuality.","A Band of Neo-Nazis, Navigating Sexuality",694,"Movies"
"139","2010-06-16T01:13:51+0000","Less than two weeks after surgery on his right arm, Ivory Coast striker Didier Drogba played the final 24 minutes of the Elephants’ scoreless tie against Portugal.","Drogba’s Protective Cast Does Not Sit Well With Opposing Coach",734,"Sports"
"140","2010-02-04T04:19:23+0000","Jens Risom, the iconic Danish-American furniture designer, chatted with visitors at a reception at the Ralph Pucci gallery in Chelsea last week.","He’s 93; Sit Where He Tells You",727,"Home & Garden"
"141","2010-01-15T13:34:36+0000","Siemens of Germany and Vestas of Denmark — leaders in offshore wind equipment — see Britain’s plan for a massive expansion in offshore wind as a both a boon, and a likely trigger, for fiercer competition.","Offshore Wind Boom Makes Market Leaders Both Optimistic – and Leery",476,"Business Day"
"142","2010-11-24T22:56:38+0000","The Bollywood romantic comedy “Break Ke Baad” follows a young couple who face a rocky road to commitment.","Charting a Friendship Through a Lifetime of Films",459,"Movies"
"143","2010-02-15T22:54:50+0000","Despite the sense of defeat in the air, a few gems managed to make this season’s Copenhagen fashion week feel worthwhile.","If It’s Tuesday, This Must Be … Copenhagen",463,"T Magazine"
"144","2010-03-26T00:35:25+0000","David C. Headley scouted targets in India and met with a senior Al Qaeda operative in Pakistan.","American Terror Suspect Traveled Unimpeded",1121,"World"
"145","2010-06-10T20:26:57+0000","Brazil and Portugal are heavy favorites to qualify for the knockout round. But Ivory Coast boasts some of the most talented attacking players in the game.","Group G: Can Ivory Coast Compete?",173,"Sports"
"146","2010-06-15T17:05:36+0000","Seabourn Sojourn yacht sets sail.","New Megayacht Sets Sail",189,"Travel"
"147","2010-03-15T17:06:29+0000","Men have borne the brunt of job losses in most developed countries.","Mancessions, Around the World",187,"Business Day"
"148","2010-03-04T12:33:36+0000","Istithmar World, a unit of Dubai World, has handed over a prime New York residential building to Danske Bank after failing to pay its mortgage, a UAE daily reported.","Istithmar Cedes Times Square Building to Danske Bank",129,"Business Day"
"149","2010-08-26T09:41:27+0000","ISS, one of the world’s largest outsourcing companies with more than half a million global employees, may be poised to launch a $6 billion to $7 billion initial public offering, The Financial Times reported.","Outsourcer ISS Could Launch $6 Billion I.P.O.",138,"Business Day"
"150","2010-06-30T18:12:30+0000","Techno-lust goes designer-chic at Dijital Fix, which opened a second store last month, on the Lower East Side. ","A Geek Never Looked So Good",136,"Fashion & Style"
"151","2010-08-18T23:18:23+0000","Environmentally friendly furniture is the specialty.","Nightwood’s Pop-Up Store Opens in Brooklyn",164,"Home & Garden"
