"","created_time","snippet","headline","wordcount","section"
"34","2015-09-24T09:00:05+0000","Contributors offer enticing options for both big spenders and budget minded in six favorite destinations, including Madrid, Copenhagen and Moscow.","A European Vacation, for Budgets High and Low",0,"Travel"
"35","2015-09-14T16:43:07+0000","Rosio Sanchez, who grew up as the daughter of Mexican immigrants in Chicago, slings Mexican street food in Copenhagen.","Noma’s Former Pastry Chef Is on a Taco Mission",459,"Food"
"36","2015-09-09T18:10:04+0000","Hundreds of people walked along a road north of Padborg, Denmark, toward Sweden on Wednesday.","In Denmark, Migrants Aim for Sweden",0,"World"
"37","2015-09-14T16:43:16+0000","The culinary pioneer in Copenhagen plans to reopen his restaurant in 2017 as part of a move to position the farm next to the table.","René Redzepi Plans to Close Noma and Reopen It as an Urban Farm",1347,"Food"
"38","2015-09-09T20:24:18+0000","Thousands of volunteers have come forward with support and material aid, but even in the most welcoming of countries, tensions have flared.","Migrant Tide Bringing Out Europe’s Best and Worst",819,"World"
"39","2015-09-09T19:01:13+0000","A train carrying a large group of migrants to Sweden, including the Majid family, came to an abrupt stop in Denmark, where the police asked everyone to disembark.","Another Unexpected Stop",0,"World"
"40","2015-08-12T13:28:49+0000","Copenhagen is benefiting from the global trend of people moving from rural to urban areas, and in some neighborhoods prices have risen more than 20 percent in the last year.","House Hunting in ... Denmark",1209,"Real Estate"
"41","2015-08-24T22:06:19+0000","Time-lapse footage showing construction of the Cirkelbroen (Circle Bridge), which was designed by Olafur Eliasson and opened Monday.","Viewing Copenhagen Bridge’s Construction",0,"World"
"42","2015-08-21T15:06:19+0000","Nineteenth-century photographs go on display in Mumbai, India; an exhibition in Melbourne, Australia, shows how horses have been depicted in art throughout the centuries; a music festival gets underway in a Croatian fort.","What’s on This Week Around the World",798,"Arts"
"43","2015-08-09T21:32:14+0000","Edward Gardner conducted the Mostly Mozart Festival Orchestra at Avery Fisher Hall; the Danish String Quartet played the Kaplan Penthouse later the same night.","Review: Stately Mostly Mozart Festival Orchestra, a Brave Danish String Quartet",455,"Arts"
"44","2015-08-12T13:28:46+0000","About six miles north of the city’s center, the three-bedroom home is on the market for $4.4 million.","A Modern Waterfront House in a Suburb of Copenhagen",0,"Real Estate"
"45","2015-07-30T11:00:04+0000","The collapse of shipbuilding brought hard times, but the town now has cultural venues, public artworks and festivals to augment its time-honored appeal.","Elsinore in Denmark, Hamlet’s ‘Home,’ Is Having a Renaissance",1569,"Travel"
"46","2015-08-04T21:55:46+0000","Get recommendations from New York Times reporters and editors, highlighting interesting stories from around the web. In this installment, great reads from Steven Erlanger, Sam Dolnick and others.","What We’re Reading",444,"Blogs"
"47","2015-06-21T15:42:05+0000","The Danish People's Party triumphed by deftly blending xenophobia with a defense of the welfare state.","Denmark’s Far-Right Kingmakers",902,"Opinion"
"48","2015-06-18T18:19:04+0000","Prime Minister Helle Thorning-Schmidt and the opposition leader Lars Lokke Rasmussen cast their votes Thursday in Copenhagen.","Denmark Votes in Close Race",0,"World"
"49","2015-07-06T16:46:52+0000","The Blur front man refused to leave the stage and was removed from it just minutes after his set was to end at 4 a.m., The Guardian said.","Damon Albarn Concert in Denmark Ends Abruptly When a Security Guard Carries Him Offstage",226,"Arts"
"50","2015-06-19T01:09:17+0000","The far-right Danish People’s Party emerged in second place over all, raising questions about the role it could play in a new government.","Anti-Immigrant Party Gains in Denmark Elections",688,"World"
"51","2015-06-19T20:59:06+0000","The anti-immigration Danish People’s Party took second in Thursday’s vote, underlining a growing crisis of confidence in the Continent’s traditional politics.","Rise of Far-Right Party in Denmark Reflects Europe’s Unease",929,"World"
"52","2015-07-17T20:44:34+0000","To keep badly behaved visitors in check, officials turn to regulation.","The Revolt Against Tourism",1263,"Opinion"
"53","2015-07-17T00:22:21+0000","Five nations have agreed to an interim ban on commercial fishing in the international waters of the Arctic pending further research on how rising sea temperatures are affecting fish stocks.","Sea Warming Leads to Ban on Fishing in the Arctic",559,"World"
"54","2015-07-15T00:46:48+0000","From Poland to the Czech Republic to Hungary, joining the euro is increasingly seen as rife with risks and costs.","Greek Crisis Dulls Appetite for Euro in Countries Waiting to Adopt It",1309,"World"
"55","2015-10-18T18:43:33+0000","The welfare state works, shadowing the euro doesn’t.","Danish Doldrums",253,"Opinion"
"56","2015-02-15T16:22:59+0000","French interior minister Bernard Cazeneuve meets Danish justice minister Mette Frederiksen in Copenhagen to offer condolences and support after Copenhagen shootings. Rough Cut (no reporter narration).","""It's Belgium, it's France, it's now Denmark""- Danish Justice Minister",0,"Multimedia/Photos"
"57","2015-12-22T19:44:47+0000","Delightful pastry is attainable with 30 minutes of active work and some foresight.","Danish at Home: The Easier Way",563,"Food"
"58","2015-12-23T00:00:00+0000","","Cheese Danish",0,NA
"59","2015-12-23T00:00:00+0000","","Everything Danish",0,NA
"60","2015-12-23T00:00:00+0000","","Danish Dough",0,NA
"61","2015-02-26T15:18:20+0000","How can we protect not only the security of Jews, but also their position as a well-integrated part of our society?","Guarding Denmark’s Jewish Heritage",954,"Opinion"
"62","2015-10-20T07:30:07+0000","Could a socialist government model like those that exist in Scandinavia work in America?","The United States of Denmark",0,"Opinion"
"63","2015-01-17T12:24:00+0000","Residents of islands off Maine’s coast seek to draw on the experiences of the Danish island Samso in an effort to explore alternative sources of light and heat.","Green-Energy Inspiration Off the Coast of Denmark",3240,"Business Day"
"64","2015-04-03T07:30:06+0000","American farmers don’t need all those antibiotics.","Denmark’s Drug-Free Pigs",780,"Opinion"
"65","2015-12-23T00:00:00+0000","","Pear and Almond Danish Braid",0,NA
"66","2015-03-26T13:16:50+0000","Denmark’s fashion community intends to ensure there are healthy models on its runways by encouraging peer pressure within the industry.","Denmark Steps Into the Skinny Model Debate",683,"Fashion & Style"
"67","2015-06-19T12:51:39+0000","Denmark's 'blue bloc' of conservative parties secures a slender victor in a general election that also saw the euro-sceptic, right-wing People's Party replace the Liberals as the country's second-largest party.  David Pollard reports.","Denmark shifting away from EU?",0,"Multimedia/Photos"
"68","2015-02-15T17:32:59+0000","Danish police say the suspect in the deadly Copenhagen attacks has been identified and has been on the security police's radar. Nathan Frandino reports.","Danish police: Attack suspect was on radar",0,"Multimedia/Photos"
"69","2015-02-15T03:43:01+0000","A shooting at a Denmark synagogue kills one person and wounds two police officers, hours after an attack at a cafe in Copenhagen. Rough cut (no reporter narraion).","One dead in Denmark synagogue shooting",0,"Multimedia/Photos"
"70","2015-09-10T06:03:37+0000","Denmark halts trains and motorway links with Germany to stem the flow of migrants heading through to Sweden in search of asylum. Paul Chapman reports.","Migrant crisis: Denmark halts trains",0,"Multimedia/Photos"
"71","2015-02-12T20:19:25+0000","The country’s fixed exchange-rate arrangement is under extreme pressure as moves by the European Central Bank have caused the euro’s value to fall.","Concern in Denmark as Its Currency’s Peg to the Euro Is Strained",1385,"Business Day"
"72","2015-11-24T18:14:08+0000","The 2016 Grawemeyer Award went to Hans Abrahamsen for the song cycle “let me tell you.”","Danish Composer Wins $100,000 Prize",239,"Arts"
"73","2015-11-02T17:59:08+0000","A pastry for breakfast or dessert; a cheese that takes a bath in beer; chocolates that get some unlikely additions; and more.","Bien Cuit Offers a Seasonal Danish",575,"Food"
"74","2015-10-25T22:12:54+0000","Readers respond to columns by Roger Cohen and Paul Krugman.","Letters to the Editor",666,"Opinion"
"75","2015-05-22T00:13:07+0000","A longtime designer for Bang & Olufsen, Mr. Jensen created sleek, modern objects for the home. The Museum of Modern Art devoted an entire exhibition to his work in 1978.","Jacob Jensen, Designer in Danish Modern Style, Dies at 89",795,"Business Day"
"76","2015-02-15T10:18:35+0000","The police identified the suspect in Saturday’s attacks, at a cafe and near a synagogue in Copenhagen, as a 22-year-old with a violent criminal record.","Terror Attacks by a Native Son Rock Denmark",1553,"World"
"77","2015-05-26T23:47:41+0000","Beating a baby rabbit with a bicycle pump was intended to provoke discussion of people’s hypocritical views on animals and meat, the station said.","Danish Radio Station Defends Host Who Clubbed Rabbit to Death During Animal Welfare Debate",704,"World"
"78","2015-02-15T22:23:00+0000","Dramatic amateur video shows the immediate aftermath of a Copenhagen café shooting in which one person was killed and three injured. Rough Cut (no reporter narration).","Amateur video of Denmark café shooting aftermath",0,"Multimedia/Photos"
"79","2015-11-15T20:13:36+0000","The holiday season is in full swing in Copenhagen, where a festival of lights at an amusement park with 11,000 Christmas trees and hundreds of thousands of lights is making spirits bright. Gavino Garay reports.","Denmark brimming with holiday cheer -- and tremendous lights",0,"Multimedia/Photos"
"80","2015-03-23T02:32:35+0000","Danish ships would become targets of Russia’s nuclear arsenal, a Russian ambassador said, drawing an angry response.","Russian Warns Denmark on Joining NATO Missile Defense",141,"World"
"81","2015-03-26T18:51:35+0000","Fire-engine-red benches that spike, arch and undulate are among the whimsical installations coming to Brooklyn Bridge Park.","Brooklyn Bridge Park to Display Danish Artist",890,"Arts"
"82","2015-02-15T13:42:59+0000","Denmark's Prime Minister Helle Thorning-Schmidt says the Jewish community belongs to Denmark while offering her condolences. Rough Cut (no reporter narration).","Denmark's Prime Minister offers condolences to the Jewish community",0,"Multimedia/Photos"
"83","2015-03-26T00:50:38+0000","Jozy Altidore’s frequently brilliant play notwithstanding, the late-game collapse against Denmark was something of a team effort.","Player Ratings: U.S. (2) vs. Denmark (3)",890,"Sports"
"84","2015-09-11T08:39:08+0000","The companies were unable to win approval from European antitrust authorities to combine their mobile telephone businesses.","Telenor and TeliaSonera Call Off Merger of Danish Operations",792,"Business Day"
"85","2015-04-15T17:05:17+0000","Margrethe Vestager, the European Union competition commissioner, has brought an assertive approach to the competition ministry since taking over last year.","The Danish Politician Who Accused Google of Antitrust Violations  ",910,"Business Day"
"86","2015-02-27T00:23:04+0000","Kristian Levring’s blood-soaked tale of an immigrant farmer’s showdown with a gang leader has all the classic touches of the genre.","Review: In ‘The Salvation,’ a Hero Lays Waste, Western Style (Danish, Too)",626,"Movies"
"87","2015-02-18T16:23:06+0000","The Danish Prime Minister joins hundreds of mourners in Copenhagen for the funeral of a Jewish guard killed during an attack at a synagogue. Rough Cut (no reporter narration).","Funeral held for Jewish guard killed in Denmark synagogue shooting",0,"Multimedia/Photos"
"88","2015-02-15T14:33:00+0000","Danish police search the home of a gunman suspected of carrying out two separate attacks that left two civilians dead and five police wounded. Nathan Frandino reports.","Danish police search suspect's home after deadly attacks",0,"Multimedia/Photos"
"89","2015-01-19T22:22:27+0000","The attempt to reduce the value of the Danish krone is in anticipation of a policy shift by the European Central Bank that could weaken the euro.","Denmark Cuts Rates, Looking to Keep Currency in Check Against the Euro",594,"Business Day"
"90","2015-02-16T15:37:20+0000","Denmark's Prime Minister says the deadly attacks in Copenhagen will not affect the country's ""fundamental"" values of freedom of speech and assembly. Rough Cut (no reporter narration).","Danish Prime Minister says attacks don't change ""who we are""",0,"Multimedia/Photos"
"91","2015-02-16T10:48:05+0000","Omar Abdel Hamid El-Hussein is remembered as a young man of intelligence who harbored a growing rage against Danish society.","Anger of Suspect in Danish Killings Is Seen as Only Loosely Tied to Islam",1213,"World"
"92","2015-02-15T02:22:57+0000","As Copenhagen police work the scene of a deadly attack on a cultural center, Denmark's Prime Minister calls the incident a terrorist attack and says the country is on high alert. Mana Rabiee reports.","Denmark's PM says country on high alert after ""terror"" attack",0,"Multimedia/Photos"
"93","2015-02-14T19:42:59+0000","One killed, three wounded, after gunmen shoot at cafe during meeting attended by controversial cartoonist who received death threats for publishing images of Mohammad. Mana Rabiee reports.","One dead in shooting at Danish meeting with artist who drew Mohammad",0,"Multimedia/Photos"
"94","2015-08-25T22:00:04+0000","This production in London frames Mr. Cumberbatch like a saint in an old-master painting, reflecting the fervor surrounding his star turn.","Review: Benedict Cumberbatch in ‘Hamlet’",1232,"Theater"
"95","2015-06-29T07:00:14+0000","Sixty years after “The Family of Man,” a group of students around the world chronicled the realities and varieties of today’s family.","A Global Look at Family and Life",730,"Multimedia/Photos"
"96","2015-03-04T11:35:38+0000","Under the deal, Bavarian Nordic could receive as much as $975 million to license its advanced prostate cancer treatment, Prostvac.","Bristol-Myers Squibb Enters Drug Licensing Deal With Danish Biotechnology Firm",136,"Business Day"
"97","2015-08-12T22:36:20+0000","The Danish furniture company HAY has had success in Paris, London, Tokyo and Milan. Now New York gets a shot at the good stuff.","HAY Mini Market Hits New York",545,"Fashion & Style"
"98","2015-02-22T22:21:23+0000","Concerts were presented over the weekend by the Danish String Quartet, with Jon Kimura Parker as pianist; Theater of Voices; and the pianist Marc-André Hamelin.","Music in Review: Flourishes From Denmark, Stockhausen’s ‘Stimmung’ and Marc-André Hamelin",786,"Arts"
"99","2015-06-25T21:34:42+0000","As xenophobia strengthens, leaders are confronting a stark choice to determine the very nature of their continent.","Migrants Provoke an Identity Crisis in Europe",642,"World"
"100","2015-05-29T13:26:39+0000","The Swedish actress is having a Hollywood moment with “Testament of Youth” and “The Man From U.N.C.L.E.”","Alicia Vikander, Who Portrayed Denmark’s Queen, Is Screen Royalty",1264,"Movies"
"101","2015-05-08T21:40:21+0000","The double bill included “La Sylphide” and excerpts from other classic ballets by the Danish choreographer.","Review: New York City Ballet Performs Bournonville Classics at Spring Gala",881,"Arts"
"102","2015-02-15T22:58:25+0000","The violinist Anne-Sophie Mutter was the accompanying soloist for the ensemble, which was conducted by Cristian Macelaru.","Review: Danish National Symphony Orchestra Honors Sibelius and Nielsen at Carnegie Hall",460,"Arts"
"103","2015-02-19T14:38:31+0000","The attacks last weekend have stirred soul-searching in Denmark over whether Islam merely served as a justifying cover for violent criminality.","After Attacks, Denmark Hesitates to Blame Islam",1485,"World"
"104","2015-06-22T00:07:10+0000","A sense of disarray has surrounded the 28-nation bloc as it grapples simultaneously with two crises: a wave of desperate migrants fleeing war and poverty, and the prospect that Greece may default.","Fissures in E.U. Deepen From Strain of Migrant Influx and Greek Debt",1230,"World"
"105","2015-02-14T19:58:32+0000","The police said Sunday they had shot a suspect who killed a man at a free-speech event in Copenhagen and another man outside a synagogue.","Gunman Believed to Be Behind 2 Copenhagen Attacks Is Fatally Shot, Police Say  ",1146,"World"
"106","2015-06-19T01:55:21+0000","To dismiss the shooter as a troubled lone wolf is to disregard centuries of white assaults on the city's black congregants.","Before Charleston’s Church Shooting, a Long History of Attacks",1381,"Magazine"
"107","2015-06-17T11:52:24+0000","It was Bernini’s first documented bust of a pope, but for decades it was out of view.","Rare Bernini Sculpture Surfaces at the Getty",208,"Arts"
"108","2015-06-15T21:30:21+0000","The Danish men’s wear designer and the rapper collaborated on a video showcasing her spring/summer 2016 collection.","Astrid Andersen and A$AP Ferg Team Up for a Kung-Fu Ode to the ’90s",341,"T Magazine"
"109","2015-06-09T20:30:28+0000","A new bill puts the state on a path to energy independence, but it won’t be easy.","A Green Future for Blue Hawaii, Maybe",415,"Opinion"
"110","2015-04-24T17:09:41+0000","Ahmad Walid Rashidi lost his father, a brother and a leg to the Taliban and thought he would take his revenge against another group of militants: the Islamic State.","Victim of Extremists Comes to Understand the Siren Song of ISIS",1414,"World"
"111","2015-04-22T21:04:24+0000","The Continent’s lead in the small but fast-growing offshore wind industry is a rare bright spot for the region’s renewable power sector.","Europe Looks Offshore for Wind Power",693,"Business Day"
"112","2015-04-13T14:34:33+0000","From the International Herald Tribune archives: American citizens urged to evacuate Denmark in 1940.","1940: U.S. Citizens Urged to Leave",77,"World"
"113","2015-04-24T09:00:12+0000","As the council holds its biennial summit meeting Friday in northern Canada, its mission is being strained by the broad deterioration of relations with Russia.","Arctic Council Meeting Starts Amid Russia Tensions",1134,"World"
"114","2015-04-09T16:07:31+0000","Highlights from the International Herald Tribune archives. Nazis invade Norway and Denmark in 1940.","1940: Nazis Enter Nordic States",130,"World"
"115","2015-04-06T13:53:39+0000","From the International Herald Tribune archives: German steamers are sunk by mines in 1915.","1915: German Ships Reported Sunk",118,"World"
"116","2015-03-25T18:17:30+0000","The managing director of Germanwings confirmed on Wednesday that two Americans were among the 150 killed when an Airbus crashed in the French Alps.","Officials Discuss Victims on Airbus",0,"World"
"117","2015-02-15T16:09:00+0000","A gunman sprayed bullets into a cafe where a cartoonist who had caricatured the prophet Mohammad was speaking, followed hours later by a shooting near the city’s main synagogue.","Gun Attacks Leave Copenhagen on Edge",0,"World"
"118","2015-02-15T05:04:54+0000","A gunman sprayed bullets into a cafe where a cartoonist who had caricatured the prophet Muhammad was speaking, followed hours later by a shooting near the city’s main synagogue.","Gun Attacks Leave Copenhagen on Edge",0,"World"
"119","2015-02-09T11:38:10+0000","There’s a disconnect between what we think kills children and what actually does. In the U.S., it makes sense to focus on accidents, homicide and suicide.","How to Prioritize and Save Young Lives",803,"The Upshot"
"120","2015-01-02T20:01:41+0000","The Royal Danish Ballet will perform the work of the 19th-century Romantic August Bournonville in a program of excerpts at the Joyce Theater.","The Olden Days, With Nymphs and Trolls",1078,"Arts"
"121","2015-02-15T08:42:59+0000","Danish police shoot dead a man they believe was responsible for two shootings in Copenhangen that killed two people. Rough cut (no reporter narration).","Suspect shot dead in Copenhagen shootings: police",0,"Multimedia/Photos"
"122","2015-02-22T00:39:26+0000","Norwegian Muslims form a human shield around a synagogue in Oslo, offering symbolic protection after an attack on a synagogue in neighboring Denmark. Gavino Garay reports.","'Human shield' wraps around Oslo synagogue",0,"Multimedia/Photos"
"123","2015-09-09T20:11:07+0000","A group of migrants, who were aiming to go to Sweden but were being detained by the police in Denmark, defiantly marched on.","The Last Stretch to Sweden",0,"World"
"124","2015-02-15T19:32:57+0000","Netanyahu says Israel would welcome European Jews who choose to move to the Holy Land after a deadly shooting at a Denmark synagogue. Nathan Frandino reports.","""Israel is the home of every Jew'"" - Netanyahu",0,"Multimedia/Photos"
"125","2015-02-15T06:52:58+0000","Danish residents who were near the synagogue shooting describe what happened, as the country remains on high alert after two gun attacks. Yiming Woo reports.","Witnesses recount Copenhagen synagogue shooting",0,"Multimedia/Photos"
"126","2015-06-16T15:59:13+0000","The Lego group is investing $150 million in new sustainable raw materials and packaging.  Hayley Platt talks to the Danish firm’s CEO about the move and the toy maker’s recent growth.","Lego's plan to build a greener future",0,"Multimedia/Photos"
"127","2015-03-15T12:31:10+0000","Italian coast guard diverts a Danish merchant ship towards two rafts crammed with migrants in difficulty north of the Libyan coast.  Justin Mitchell reports.","Italian coast guard rescues more than 150 migrants",0,"Multimedia/Photos"
"128","2015-04-08T17:13:02+0000","Disconcerting forecasts showing aging populations and increasing burdens on social services are weighing on governments throughout the region.","Sex Education in Europe Turns to Urging More Births",998,"Business Day"
"129","2015-02-16T10:43:29+0000","The Danish prime minister speaks of a “dark ideology.” This vagueness undermines the Muslims fighting the Islamist scourge.","Islam and the West at War",823,"Opinion"
"130","2015-01-19T23:49:13+0000","About 200 people hold a demonstration against Islamic fundamentalism in Copenhagen, Denmark, as other protesters hold a counter demo to speak up against what they say is racism. Rough Cut (no reporter narration).","Counter protests in Copenhagen over anti-Islam movement",0,"Multimedia/Photos"
"131","2015-07-23T00:53:50+0000","The Times’s architecture critic, Michael Kimmelman, spoke with the Danish architect Bjarke Ingels about three of his projects in New York. They spoke at the Cities for Tomorrow conference on July 20.","Redesigning New York",0,"Arts"
"132","2015-03-13T15:08:48+0000","At the same time, the Kirk Kristiansen family, the owners of the Lego brand, increased their stake in the Danish outsourcing company.","EQT and Goldman Sachs Funds Sell Remaining Stake in ISS",271,"Business Day"
"133","2015-09-02T12:33:38+0000","Lego has reported an 18 percent rise in global sales growth for the first half of 2015.  As Hayley Platt reports, the Danish toy-maker's CFO also says he's also getting positive feedback about Lego Dimensions - a new video game that's set to give ...","Lego sales soar on new ranges",0,"Multimedia/Photos"
"134","2015-01-01T21:56:46+0000","The second season of the Scandinavian series “The Bridge,” online at Hulu on Friday, begins with a cargo ship mysteriously veering off course.","After a Remake for American Viewers, Back to Understatement",472,"Arts"
"135","2015-05-01T19:52:13+0000","The ballet established the idea of the ballerina as a luminously unattainable object of desire, partly through its extensive use of pointe work.","‘La Sylphide’ Is Taking Flight at New York City Ballet",1060,"Arts"
"136","2015-09-09T16:14:43+0000","Danish researchers have found an association between the use of antibiotics and the development of Type 2 diabetes.","Antibiotic Use Tied to Diabetes Risk",243,"Health"
"137","2015-02-06T19:29:59+0000","Ballet Arizona, led by Ib Andersen, will become the first American company to mount a complete production of the 1842 ballet “Napoli,” a challenging work by August Bournonville.","Striving for Steps That Look Effortless",1234,"Arts"
"138","2015-02-25T23:30:03+0000","A Danish study found that individuals with a diagnosis of attention deficit hyperactivity disorder had twice the rate of premature death than those without the disorder.","A.D.H.D. Diagnosis Linked to Increased Risk of Dying Young",388,"Health"
"139","2015-01-15T23:40:12+0000","The Royal Danish Ballet’s six sequences at the Joyce Theater show a refreshing of the choreographer August Bournonville’s dance heart.","An Old Master’s Beauty With a Euphoric Lift ",959,"Arts"
"140","2015-04-18T18:11:50+0000","Margrethe Vestager, the European Union’s commissioner for competition, has a reputation for being tough, but she says it’s her responsibility to make sure that competition is fair and open.","Google’s Steely Foe in Europe",1694,"Technology"
"141","2015-04-24T16:16:50+0000","From the International Herald Tribune archives: Britain and Canada discuss Greenland’s status in 1940.","1940: Discussion Over Greenland",159,"World"
"142","2015-05-06T20:44:48+0000","Plus: Jewelry with a Danish sensibility; romantic dresses from Colombia; and a terry tunic from Lisa Marie Fernandez.","A-Line Minis, Without Maxi Prices",0,"Fashion & Style"
"143","2015-04-23T21:38:47+0000","Making money by taking out a loan sounds tempting and is theoretically possible, but it’s probably best to stay out of the fray in Europe.","Get Paid to Borrow Money (Risks and Limits Apply)",1094,"Business Day"
